date,symbol,exdate,cp_flag,strike_price,best_bid,best_offer,volume,impl_volatility,optionid,index_flag,issuer,exercise_style
2023-08-31,SPX 230915C2575000,2023-09-15,C,2575000,1932.2,1946.1,0,1.147316,149969770,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2600000,2023-09-15,C,2600000,1908,1921.2,0,1.16056,146902973,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2625000,2023-09-15,C,2625000,1882.3,1896.3,0,1.115652,149952085,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2650000,2023-09-15,C,2650000,1858.1,1871.3,0,1.124164,148821269,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2675000,2023-09-15,C,2675000,1832.4,1846.4,0,1.080338,149890964,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2700000,2023-09-15,C,2700000,1808.2,1821.5,0,1.091755,146902974,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2725000,2023-09-15,C,2725000,1782.6,1796.5,0,1.049432,149816852,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2750000,2023-09-15,C,2750000,1758.3,1771.6,0,1.056481,148821270,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2775000,2023-09-15,C,2775000,1732.7,1746.7,0,1.01879,149407167,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2800000,2023-09-15,C,2800000,1708.5,1721.7,4,1.024894,146902975,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2825000,2023-09-15,C,2825000,1682.8,1696.8,0,0.984977,149373943,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2850000,2023-09-15,C,2850000,1658.6,1671.9,0,0.993621,148821271,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2875000,2023-09-15,C,2875000,1633,1646.9,0,0.955014,149348453,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2900000,2023-09-15,C,2900000,1608.7,1622,0,0.959808,146902976,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2925000,2023-09-15,C,2925000,1583.1,1597.1,0,0.925285,148821272,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2950000,2023-09-15,C,2950000,1558.9,1572.2,0,0.931957,148821273,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C2975000,2023-09-15,C,2975000,1533.2,1547.2,0,0.892776,148821274,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3000000,2023-09-15,C,3000000,1509,1522.3,3,0.898967,146902977,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3025000,2023-09-15,C,3025000,1483.4,1497.4,0,0.866508,148821275,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3050000,2023-09-15,C,3050000,1459.1,1472.4,0,0.866439,148821276,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3075000,2023-09-15,C,3075000,1433.5,1447.5,0,0.834723,148821277,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3100000,2023-09-15,C,3100000,1409.3,1422.6,0,0.839159,146902978,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3125000,2023-09-15,C,3125000,1383.6,1397.7,0,0.805992,148821278,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3150000,2023-09-15,C,3150000,1359.4,1372.7,0,0.807344,146902979,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3175000,2023-09-15,C,3175000,1333.8,1345.7,0,0.711699,148821279,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3200000,2023-09-15,C,3200000,1309.6,1318.8,3,0.630337,146902980,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3225000,2023-09-15,C,3225000,1284,1295.8,0,0.687225,148821280,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3250000,2023-09-15,C,3250000,1259.7,1269,0,0.612341,146902981,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3275000,2023-09-15,C,3275000,1234.1,1246,0,0.662668,148821281,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3300000,2023-09-15,C,3300000,1209.7,1219.1,0,0.579485,146902982,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3325000,2023-09-15,C,3325000,1184.3,1196.1,0,0.638055,148821282,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3330000,2023-09-15,C,3330000,1179.3,1191.1,0,0.634591,153408660,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3340000,2023-09-15,C,3340000,1169.3,1181.1,0,0.627676,153408661,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3350000,2023-09-15,C,3350000,1160,1169.2,0,0.567767,146902983,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3360000,2023-09-15,C,3360000,1149.4,1161.2,0,0.620476,153408662,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3370000,2023-09-15,C,3370000,1139.4,1151.2,0,0.613642,153408663,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3375000,2023-09-15,C,3375000,1134.4,1146.3,0,0.613394,146902984,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3380000,2023-09-15,C,3380000,1129.4,1141.3,0,0.609995,153408664,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3390000,2023-09-15,C,3390000,1119.5,1131.3,0,0.606292,153408665,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3400000,2023-09-15,C,3400000,1111.2,1119.3,0,0.589939,146902985,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3410000,2023-09-15,C,3410000,1099.5,1111.4,0,0.59581,153408666,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3420000,2023-09-15,C,3420000,1089.5,1101.4,0,0.589097,153408667,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3425000,2023-09-15,C,3425000,1084.5,1096.4,0,0.585748,146902986,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3430000,2023-09-15,C,3430000,1079.6,1091.4,0,0.585352,153408668,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3440000,2023-09-15,C,3440000,1069.6,1081.5,0,0.58156,153408669,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3450000,2023-09-15,C,3450000,1061.4,1069.5,0,0.569064,146902987,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3460000,2023-09-15,C,3460000,1049.7,1061.5,0,0.571106,153408670,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3470000,2023-09-15,C,3470000,1039.7,1051.6,0,0.567249,153408671,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3475000,2023-09-15,C,3475000,1035,1044.6,0,0.499277,146902988,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3480000,2023-09-15,C,3480000,1029.9,1042.3,0,0.582591,153408672,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3490000,2023-09-15,C,3490000,1020.1,1029.6,0,0.494205,153408673,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3500000,2023-09-15,C,3500000,1010.5,1019.7,0,0.511194,146902989,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3510000,2023-09-15,C,3510000,999.9,1009.7,0,0.473672,153408674,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3520000,2023-09-15,C,3520000,991.6,999.9,0,0.539885,153408675,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3525000,2023-09-15,C,3525000,986.6,994.9,0,0.536645,146902990,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3530000,2023-09-15,C,3530000,981.6,990.2,0,0.540904,153408676,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3540000,2023-09-15,C,3540000,971.7,980.3,0,0.539161,153408677,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3550000,2023-09-15,C,3550000,962,969.8,0,0.52803,146902991,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3560000,2023-09-15,C,3560000,951.8,960.2,0,0.526329,153408678,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3570000,2023-09-15,C,3570000,941.8,950.1,0,0.517611,153408679,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3575000,2023-09-15,C,3575000,936.8,945.1,0,0.514423,146902992,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3580000,2023-09-15,C,3580000,931.8,940.1,0,0.511239,153408680,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3590000,2023-09-15,C,3590000,921.8,930.2,0,0.507215,153408681,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3600000,2023-09-15,C,3600000,912.1,919.9,4,0.500879,146902993,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3610000,2023-09-15,C,3610000,901.9,910.5,0,0.503358,153408682,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3620000,2023-09-15,C,3620000,892,900.3,0,0.494932,153408683,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3625000,2023-09-15,C,3625000,887,895.3,0,0.491789,146902994,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3630000,2023-09-15,C,3630000,882,890.3,0,0.488649,153408684,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3640000,2023-09-15,C,3640000,872.1,880.6,0,0.4906,153408685,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3650000,2023-09-15,C,3650000,862.1,870.1,0,0.473963,146902995,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3660000,2023-09-15,C,3660000,852.2,860.4,0,0.476127,153408686,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3670000,2023-09-15,C,3670000,842.1,850.5,0,0.469908,153408687,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3675000,2023-09-15,C,3675000,837.2,845.6,0,0.470727,146902996,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3680000,2023-09-15,C,3680000,832.2,840.5,0,0.465689,153408688,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3690000,2023-09-15,C,3690000,822.3,830.7,0,0.465193,153408689,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3700000,2023-09-15,C,3700000,812.4,820.3,0,0.453334,146902997,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3710000,2023-09-15,C,3710000,802.3,810.6,0,0.451002,153408690,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3720000,2023-09-15,C,3720000,792.4,800.7,0,0.448522,153408691,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3725000,2023-09-15,C,3725000,787.4,795.7,0,0.445455,146902998,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3730000,2023-09-15,C,3730000,782.2,790.4,0,0.43296,153408692,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3740000,2023-09-15,C,3740000,772.5,780.7,0,0.438044,153408693,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3750000,2023-09-15,C,3750000,762.5,770.7,0,0.431942,146902999,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3760000,2023-09-15,C,3760000,752.5,760.8,0,0.42758,153408694,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3770000,2023-09-15,C,3770000,742.5,750.9,0,0.423194,153408695,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3775000,2023-09-15,C,3775000,737.6,746,0,0.423438,146903000,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3780000,2023-09-15,C,3780000,732.6,740.9,0,0.418782,153408696,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3790000,2023-09-15,C,3790000,722.7,730.9,0,0.414346,153408697,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3800000,2023-09-15,C,3800000,712.8,720.9,5,0.409885,146903001,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3810000,2023-09-15,C,3810000,702.7,711.3,0,0.408417,153408698,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3820000,2023-09-15,C,3820000,692.8,701.1,0,0.400892,153408699,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3825000,2023-09-15,C,3825000,687.8,696.2,0,0.399371,146903002,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3830000,2023-09-15,C,3830000,682.8,691.1,0,0.394879,153408700,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3840000,2023-09-15,C,3840000,672.9,681.2,0,0.391811,153408701,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3850000,2023-09-15,C,3850000,662.9,671.3,0,0.387235,146903003,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3855000,2023-09-15,C,3855000,657.9,666.1,0,0.381379,156471389,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3860000,2023-09-15,C,3860000,652.8,661.5,0,0.382639,153408702,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3865000,2023-09-15,C,3865000,648,656.6,0,0.383684,156471390,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3870000,2023-09-15,C,3870000,643,651.3,0,0.376658,153408703,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3875000,2023-09-15,C,3875000,638,646.6,0,0.377689,146903004,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3880000,2023-09-15,C,3880000,633,641.4,0,0.372048,153408704,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3885000,2023-09-15,C,3885000,628.1,636.3,0,0.369065,154745616,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3890000,2023-09-15,C,3890000,623.1,631.7,0,0.371279,153408705,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3895000,2023-09-15,C,3895000,618.1,626.4,0,0.364437,154745617,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3900000,2023-09-15,C,3900000,613.4,621.3,1,0.364043,146903005,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3905000,2023-09-15,C,3905000,608.1,616.7,0,0.362321,154745618,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3910000,2023-09-15,C,3910000,603.2,611.6,0,0.359342,153408706,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3915000,2023-09-15,C,3915000,598.2,606.5,0,0.355116,154745619,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3920000,2023-09-15,C,3920000,593.2,601.5,0,0.352147,153408707,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3925000,2023-09-15,C,3925000,588.2,596,0,0.34267,146903006,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3930000,2023-09-15,C,3930000,583.3,591.5,0,0.347457,153408708,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3935000,2023-09-15,C,3935000,578.3,586.9,0,0.349257,154675859,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3940000,2023-09-15,C,3940000,573.3,581.4,0,0.340305,153408709,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3945000,2023-09-15,C,3945000,568.1,576.1,0,0.330918,154675860,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3950000,2023-09-15,C,3950000,563.4,571.1,0,0.3319,146903007,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3955000,2023-09-15,C,3955000,558.4,567,0,0.339625,154675861,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3960000,2023-09-15,C,3960000,553.4,561.7,0,0.333264,153408710,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3965000,2023-09-15,C,3965000,548.4,556.7,0,0.330308,154675862,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3970000,2023-09-15,C,3970000,543.4,551.7,0,0.327354,153408711,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3975000,2023-09-15,C,3975000,538.5,546.2,0,0.319704,146903008,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3980000,2023-09-15,C,3980000,533.5,541.8,0,0.323698,153408712,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3985000,2023-09-15,C,3985000,528.5,536.8,0,0.320745,154675863,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3990000,2023-09-15,C,3990000,523.5,532.1,0,0.32102,153408713,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C3995000,2023-09-15,C,3995000,518.6,527.1,0,0.319102,154675864,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C400000,2023-09-15,C,400000,4102.6,4115.7,0,4.366292,146903009,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4000000,2023-09-15,C,4000000,513.5,521.3,43,0.306263,146903010,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4005000,2023-09-15,C,4005000,508.6,516.9,0,0.3111,154675865,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4010000,2023-09-15,C,4010000,503.6,511.9,0,0.308152,153408714,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4015000,2023-09-15,C,4015000,498.7,507.1,0,0.308284,154675866,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4020000,2023-09-15,C,4020000,493.8,502,0,0.305328,153408715,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4025000,2023-09-15,C,4025000,489,496.4,0,0.298281,146903011,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4030000,2023-09-15,C,4030000,483.5,492.1,0,0.297413,153408716,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4035000,2023-09-15,C,4035000,478.8,487.3,0,0.299387,154675867,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4040000,2023-09-15,C,4040000,473.8,482.1,0,0.294508,153408717,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4045000,2023-09-15,C,4045000,468.8,477.1,0,0.29156,154675868,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4050000,2023-09-15,C,4050000,463.9,471.6,0,0.284664,146903012,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4055000,2023-09-15,C,4055000,459,467.2,0,0.288493,154675869,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4060000,2023-09-15,C,4060000,453.9,462.3,0,0.285538,153408718,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4065000,2023-09-15,C,4065000,448.9,457.2,0,0.281665,154675870,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4070000,2023-09-15,C,4070000,444.8,452.5,0,0.289066,153408719,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4075000,2023-09-15,C,4075000,439.8,446.7,0,0.279355,146903013,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4080000,2023-09-15,C,4080000,434,442.3,0,0.274634,153408720,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4085000,2023-09-15,C,4085000,429.9,436.7,0,0.274296,154675871,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4090000,2023-09-15,C,4090000,424.9,432.4,0,0.27708,153408721,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4095000,2023-09-15,C,4095000,419.1,427.5,0,0.268373,154675872,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4100000,2023-09-15,C,4100000,414.4,421.8,3,0.261971,146903014,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4105000,2023-09-15,C,4105000,410,417.7,0,0.271164,154675873,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4110000,2023-09-15,C,4110000,404.2,412.5,0,0.260331,153408722,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4115000,2023-09-15,C,4115000,400.1,407.5,0,0.264407,154675874,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4120000,2023-09-15,C,4120000,395.1,402.9,0,0.264329,153408723,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4125000,2023-09-15,C,4125000,390.2,396.9,0,0.254626,146903015,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4130000,2023-09-15,C,4130000,385.2,392.6,0,0.256867,153408724,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4135000,2023-09-15,C,4135000,380.3,387.9,0,0.256677,154675875,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4140000,2023-09-15,C,4140000,375.3,382.7,0,0.252267,153408725,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4145000,2023-09-15,C,4145000,370.3,377.7,0,0.249253,154675876,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4150000,2023-09-15,C,4150000,365.4,372.1,0,0.242712,146903016,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4155000,2023-09-15,C,4155000,360.4,367.8,0,0.244588,154675877,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4160000,2023-09-15,C,4160000,355.5,363.1,0,0.2442,153408726,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4165000,2023-09-15,C,4165000,350.5,357.9,0,0.239864,154675878,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4170000,2023-09-15,C,4170000,345.6,352.9,0,0.237481,153408727,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4175000,2023-09-15,C,4175000,340.6,347.3,0,0.230515,146903017,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4180000,2023-09-15,C,4180000,335.7,343,0,0.232671,153408728,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4185000,2023-09-15,C,4185000,330.7,338.1,0,0.230245,154675879,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4190000,2023-09-15,C,4190000,325.8,332.4,0,0.223445,153408729,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4195000,2023-09-15,C,4195000,320.8,328.3,0,0.225944,154675880,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4200000,2023-09-15,C,4200000,315.2,322.5,2,0.214182,146903018,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4205000,2023-09-15,C,4205000,310.9,318.3,0,0.220397,154675881,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4210000,2023-09-15,C,4210000,305,312.6,0,0.207539,153430452,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4215000,2023-09-15,C,4215000,300.1,307.7,0,0.205835,154675882,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4220000,2023-09-15,C,4220000,296.1,302.7,0,0.208893,153430453,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4225000,2023-09-15,C,4225000,290.3,297.8,50,0.201687,146903019,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4230000,2023-09-15,C,4230000,285.3,292.8,0,0.198668,153430454,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4235000,2023-09-15,C,4235000,281.3,287.8,0,0.201411,154675883,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4240000,2023-09-15,C,4240000,276.4,282.9,0,0.199429,153430455,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4245000,2023-09-15,C,4245000,270.5,278,0,0.191924,154675884,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4250000,2023-09-15,C,4250000,265.6,273,1,0.189441,146903020,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4255000,2023-09-15,C,4255000,261.7,268.1,0,0.192761,154675885,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4260000,2023-09-15,C,4260000,255.7,263.2,0,0.184966,153443230,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4265000,2023-09-15,C,4265000,250.8,258.3,0,0.18295,154675886,1,CBOE S&P 500 INDEX,E
2023-08-31,SPX 230915C4270000,2023-09-15,C,4270000,245.9,253.4,19,0.180896,153443231,1,CBOE S&P 500 INDEX,E
